id_voo,numero_voo,data_voo,ano,mes,mes_nome,ano_mes,dia_semana,origem_cidade,origem_iata,origem_uf,origem_regiao,origem_lat,origem_lon,destino_cidade,destino_iata,destino_uf,destino_regiao,destino_lat,destino_lon,rota,distancia_km,tipo_aeronave,capacidade_aeronave,passageiros,taxa_ocupacao,preco_medio_passagem,receita_voo,custo_voo,lucro_voo,atraso_minutos,situacao_voo,motivo_atraso_cancelamento,duracao_minutos,satisfacao_passageiros
V103756,VX4098,2025-12-14,2025,12,Dezembro,2025-12,Domingo,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,POA - FLN,363,Airbus A320neo,180,155,0.8611,260.8900,40437.9500,28757.6600,11680.2900,0.0000,Pontual,Sem intercorrência,56,4.1000
V103757,VX1790,2025-12-14,2025,12,Dezembro,2025-12,Domingo,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,CGB - CGH,1329,Airbus A320neo,180,164,0.9111,450.3600,73859.0400,44505.9700,29353.0700,3.0000,Pontual,Sem intercorrência,115,4.1000
V103758,VX3976,2025-12-14,2025,12,Dezembro,2025-12,Domingo,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,FOR - MCZ,706,Embraer E195-E2,136,132,0.9706,311.9500,41177.4000,26637.4000,14540.0000,0.0000,Pontual,Sem intercorrência,83,3.7000
V103759,VX5457,2025-12-14,2025,12,Dezembro,2025-12,Domingo,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,GRU - POA,866,Airbus A321neo,220,189,0.8591,334.2800,63178.9200,40287.3100,22891.6100,0.0000,Pontual,Sem intercorrência,87,4.9000
V103760,VX8809,2025-12-14,2025,12,Dezembro,2025-12,Domingo,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,NAT - SSA,857,Embraer E195-E2,136,130,0.9559,276.3300,35922.9000,25221.4700,10701.4300,1.0000,Pontual,Sem intercorrência,86,2.9000
V103761,VX4192,2025-12-14,2025,12,Dezembro,2025-12,Domingo,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGB - SDU,1580,Boeing 737-800,186,186,1.0000,451.4600,83971.5600,47055.6200,36915.9400,6.0000,Pontual,Sem intercorrência,137,3.4000
V103762,VX1896,2025-12-14,2025,12,Dezembro,2025-12,Domingo,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,Belém,BEL,PA,Norte,-1.3792,-48.4763,POA - BEL,3195,Boeing 737-800,186,156,0.8387,683.5300,106630.6800,87954.9200,18675.7600,63.0000,Atrasado,Condições meteorológicas,266,2.3000
V103763,VX5263,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,FOR - SDU,2185,Airbus A320neo,180,148,0.8222,546.5300,80886.4400,68499.3400,12387.1000,0.0000,Pontual,Sem intercorrência,191,4.2000
V103764,VX6191,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CNF - BSB,592,Embraer E195-E2,136,94,0.6912,277.0100,26038.9400,24928.4900,1110.4500,1.0000,Pontual,Sem intercorrência,75,5.0000
V103765,VX4842,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,NAT - FOR,414,ATR 72-600,70,64,0.9143,282.2700,18065.2800,14796.6100,3268.6700,4.0000,Pontual,Sem intercorrência,64,3.9000
V103766,VX3815,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,CWB - GRU,359,ATR 72-600,70,63,0.9000,236.7100,14912.7300,12508.9400,2403.7900,2.0000,Pontual,Sem intercorrência,58,3.4000
V103767,VX7658,2025-12-15,2025,12,Dezembro,2025-12,Segunda,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,GRU - BSB,855,Airbus A320neo,180,139,0.7722,278.4900,38710.1100,34829.7100,3880.4000,64.0000,Atrasado,Documentação/embarque de passageiros,104,4.1000
V103768,VX5720,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Recife,REC,PE,Nordeste,-8.1264,-34.9236,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,REC - CGH,2129,Airbus A320neo,180,172,0.9556,512.9800,88232.5600,62817.9600,25414.6000,1.0000,Pontual,Sem intercorrência,189,3.2000
V103769,VX7456,2025-12-15,2025,12,Dezembro,2025-12,Segunda,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,GRU - NAT,2296,Airbus A320neo,180,157,0.8722,576.8800,90570.1600,64922.0300,25648.1300,3.0000,Pontual,Sem intercorrência,195,4.4000
V103770,VX8209,2025-12-15,2025,12,Dezembro,2025-12,Segunda,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,CGH - CNF,524,Boeing 737-800,186,136,0.7312,217.0800,29522.8800,29127.1200,395.7600,7.0000,Pontual,Sem intercorrência,58,4.0000
V103771,VX1974,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,REC - POA,2963,Airbus A321neo,220,191,0.8682,725.7500,138618.2500,108822.2900,29795.9600,1.0000,Pontual,Sem intercorrência,232,4.0000
V103772,VX6355,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,SSA - NAT,857,Boeing 737-800,186,120,0.6452,375.2100,45025.2000,38552.3900,6472.8100,0.0000,Pontual,Sem intercorrência,95,4.5000
V103773,VX3942,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,FLN - CGH,488,ATR 72-600,70,62,0.8857,312.1200,19351.4400,14485.8700,4865.5700,40.0000,Atrasado,Atraso da aeronave anterior,72,4.1000
V103774,VX1304,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,VCP - FLN,538,Airbus A320neo,180,170,0.9444,359.7100,61150.7000,33508.2900,27642.4100,9.0000,Pontual,Sem intercorrência,74,3.9000
V103775,VX5822,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,SDU - GYN,943,Boeing 737-800,186,0,0.0000,357.8400,0.0000,16394.1700,-16394.1700,,Cancelado,Condições meteorológicas,100,
V103776,VX5915,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,BSB - FOR,1692,Boeing 737-800,186,164,0.8817,390.8200,64094.4800,56603.5400,7490.9400,0.0000,Pontual,Sem intercorrência,142,4.2000
V103777,VX7267,2025-12-15,2025,12,Dezembro,2025-12,Segunda,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Boeing 737-800,186,149,0.8011,374.8800,55857.1200,34241.1200,21616.0000,3.0000,Pontual,Sem intercorrência,80,4.9000
V103778,VX2919,2025-12-16,2025,12,Dezembro,2025-12,Terça,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,CWB - GRU,359,Boeing 737-800,186,186,1.0000,255.5800,47537.8800,26504.7800,21033.1000,72.0000,Atrasado,Congestionamento do aeroporto,42,2.5000
V103779,VX1722,2025-12-16,2025,12,Dezembro,2025-12,Terça,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,GIG - GRU,337,ATR 72-600,70,55,0.7857,231.7000,12743.5000,12269.8700,473.6300,0.0000,Pontual,Sem intercorrência,55,4.5000
V103780,VX4530,2025-12-16,2025,12,Dezembro,2025-12,Terça,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,CNF - GRU,496,Embraer E195-E2,136,112,0.8235,274.4500,30738.4000,21207.6100,9530.7900,7.0000,Pontual,Sem intercorrência,65,3.7000
V103781,VX2151,2025-12-16,2025,12,Dezembro,2025-12,Terça,Manaus,MAO,AM,Norte,-3.0386,-60.0497,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,MAO - CGH,2704,Airbus A321neo,220,195,0.8864,662.9400,129273.3000,75080.2300,54193.0700,93.0000,Atrasado,Congestionamento do aeroporto,218,2.7000
V103782,VX6918,2025-12-16,2025,12,Dezembro,2025-12,Terça,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Embraer E195-E2,136,99,0.7279,287.5600,28468.4400,19085.8200,9382.6200,3.0000,Pontual,Sem intercorrência,47,4.1000
V103783,VX6568,2025-12-16,2025,12,Dezembro,2025-12,Terça,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,SSA - FLN,1955,Airbus A321neo,220,196,0.8909,530.0400,103887.8400,78544.7100,25343.1300,51.0000,Atrasado,Atraso da aeronave anterior,171,4.6000
V103784,VX6130,2025-12-16,2025,12,Dezembro,2025-12,Terça,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,GRU - CWB,359,Airbus A320neo,180,140,0.7778,316.2100,44269.4000,25659.2900,18610.1100,3.0000,Pontual,Sem intercorrência,59,4.2000
V103785,VX6821,2025-12-16,2025,12,Dezembro,2025-12,Terça,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CWB - SDU,676,ATR 72-600,70,54,0.7714,308.8300,16676.8200,18538.3900,-1861.5700,1.0000,Pontual,Sem intercorrência,101,4.4000
V103786,VX8423,2025-12-16,2025,12,Dezembro,2025-12,Terça,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,BSB - CWB,1082,Airbus A320neo,180,170,0.9444,379.7900,64564.3000,42136.2100,22428.0900,3.0000,Pontual,Sem intercorrência,119,4.1000
V103787,VX5956,2025-12-16,2025,12,Dezembro,2025-12,Terça,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,BSB - GIG,914,Boeing 737-800,186,172,0.9247,333.8100,57415.3200,40674.6600,16740.6600,89.0000,Atrasado,Congestionamento do aeroporto,87,2.8000
V103788,VX5913,2025-12-16,2025,12,Dezembro,2025-12,Terça,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,GIG - VIX,418,Embraer E195-E2,136,127,0.9338,253.9200,32247.8400,23782.9600,8464.8800,0.0000,Pontual,Sem intercorrência,68,4.9000
V103789,VX8830,2025-12-16,2025,12,Dezembro,2025-12,Terça,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,GIG - BSB,914,Airbus A320neo,180,169,0.9389,365.7800,61816.8200,33219.3800,28597.4400,11.0000,Pontual,Sem intercorrência,90,3.6000
V103790,VX1290,2025-12-16,2025,12,Dezembro,2025-12,Terça,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,CNF - POA,1361,Embraer E195-E2,136,134,0.9853,489.0200,65528.6800,35343.8200,30184.8600,0.0000,Pontual,Sem intercorrência,135,4.2000
V103791,VX6651,2025-12-17,2025,12,Dezembro,2025-12,Quarta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,CNF - GRU,496,ATR 72-600,70,69,0.9857,241.3700,16654.5300,14436.6900,2217.8400,7.0000,Pontual,Sem intercorrência,72,4.2000
V103792,VX1440,2025-12-17,2025,12,Dezembro,2025-12,Quarta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Boeing 737-800,186,186,1.0000,345.6700,64294.6200,40015.3900,24279.2300,47.0000,Atrasado,Condições meteorológicas,93,4.7000
V103793,VX1943,2025-12-17,2025,12,Dezembro,2025-12,Quarta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CNF - BSB,592,Embraer E195-E2,136,116,0.8529,257.2500,29841.0000,20403.0600,9437.9400,9.0000,Pontual,Sem intercorrência,60,4.5000
V103794,VX9266,2025-12-17,2025,12,Dezembro,2025-12,Quarta,Manaus,MAO,AM,Norte,-3.0386,-60.0497,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,MAO - BSB,1949,Boeing 737-800,186,161,0.8656,366.4300,58995.2300,65942.4800,-6947.2500,8.0000,Pontual,Sem intercorrência,173,4.8000
V103795,VX4171,2025-12-17,2025,12,Dezembro,2025-12,Quarta,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,GYN - VCP,742,Airbus A320neo,180,151,0.8389,372.6600,56271.6600,33688.4400,22583.2200,0.0000,Pontual,Sem intercorrência,78,4.9000
V103796,VX1903,2025-12-17,2025,12,Dezembro,2025-12,Quarta,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,CGB - POA,1673,Boeing 737-800,186,155,0.8333,470.9800,73001.9000,48098.4900,24903.4100,2.0000,Pontual,Sem intercorrência,140,4.3000
V103797,VX5296,2025-12-17,2025,12,Dezembro,2025-12,Quarta,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,MCZ - SSA,468,Airbus A320neo,180,161,0.8944,313.3500,50449.3500,34126.7300,16322.6200,2.0000,Pontual,Sem intercorrência,76,3.6000
V103798,VX4112,2025-12-17,2025,12,Dezembro,2025-12,Quarta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,GRU - BSB,855,Airbus A320neo,180,115,0.6389,326.8200,37584.3000,37715.8800,-131.5800,80.0000,Atrasado,Atraso da aeronave anterior,96,4.1000
V103799,VX2280,2025-12-17,2025,12,Dezembro,2025-12,Quarta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,GRU - SDU,343,Airbus A320neo,180,141,0.7833,239.0200,33701.8200,27140.2300,6561.5900,80.0000,Atrasado,Atraso da aeronave anterior,53,3.6000
V103800,VX9446,2025-12-17,2025,12,Dezembro,2025-12,Quarta,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,POA - CGH,838,Boeing 737-800,186,148,0.7957,378.2200,55976.5600,37160.6600,18815.9000,20.0000,Atrasado,Restrição de tráfego aéreo,95,3.6000
V103801,VX8024,2025-12-17,2025,12,Dezembro,2025-12,Quarta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,CGH - CNF,524,ATR 72-600,70,66,0.9429,256.6200,16936.9200,16299.3400,637.5800,65.0000,Atrasado,Atraso da aeronave anterior,67,4.1000
V103802,VX3469,2025-12-18,2025,12,Dezembro,2025-12,Quinta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CGH - BSB,873,Airbus A320neo,180,154,0.8556,362.8700,55881.9800,32798.6200,23083.3600,48.0000,Atrasado,Manutenção técnica,91,3.2000
V103803,VX5789,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,SDU - CNF,374,Embraer E195-E2,136,108,0.7941,276.9100,29906.2800,20155.7900,9750.4900,0.0000,Pontual,Sem intercorrência,52,5.0000
V103804,VX4769,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,POA - CWB,534,Boeing 737-800,186,153,0.8226,315.7600,48311.2800,32153.2000,16158.0800,0.0000,Pontual,Sem intercorrência,59,4.0000
V103805,VX3286,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,VIX - CNF,391,Airbus A320neo,180,129,0.7167,268.9300,34691.9700,28615.5700,6076.4000,48.0000,Atrasado,Condições meteorológicas,55,4.6000
V103806,VX1277,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,REC - GYN,1817,Airbus A321neo,220,169,0.7682,548.7000,92730.3000,71577.6500,21152.6500,33.0000,Atrasado,Congestionamento do aeroporto,161,3.6000
V103807,VX1665,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,Recife,REC,PE,Nordeste,-8.1264,-34.9236,SDU - REC,1864,Boeing 737-800,186,149,0.8011,502.9000,74932.1000,56617.4400,18314.6600,1.0000,Pontual,Sem intercorrência,156,3.9000
V103808,VX4163,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Belém,BEL,PA,Norte,-1.3792,-48.4763,Manaus,MAO,AM,Norte,-3.0386,-60.0497,BEL - MAO,1299,Boeing 737-800,186,155,0.8333,462.6100,71704.5500,49288.2100,22416.3400,10.0000,Pontual,Sem intercorrência,119,3.7000
V103809,VX9331,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,VIX - FLN,1176,Boeing 737-800,186,116,0.6237,329.2400,38191.8400,47372.0100,-9180.1700,4.0000,Pontual,Sem intercorrência,124,3.9000
V103810,VX8900,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Airbus A320neo,180,171,0.9500,391.8700,67009.7700,34062.1800,32947.5900,8.0000,Pontual,Sem intercorrência,92,3.7000
V103811,VX2129,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,VIX - CNF,391,Airbus A320neo,180,139,0.7722,335.7900,46674.8100,26150.3200,20524.4900,22.0000,Atrasado,Congestionamento do aeroporto,58,4.5000
V103812,VX4685,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Airbus A320neo,180,174,0.9667,339.5300,59078.2200,28632.9800,30445.2400,71.0000,Atrasado,Manutenção técnica,63,3.9000
V103813,VX5690,2025-12-18,2025,12,Dezembro,2025-12,Quinta,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,FLN - POA,363,Embraer E195-E2,136,100,0.7353,219.0000,21900.0000,21590.5500,309.4500,2.0000,Pontual,Sem intercorrência,55,3.8000
V103814,VX2242,2025-12-19,2025,12,Dezembro,2025-12,Sexta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,CGH - MCZ,1948,Boeing 737-800,186,141,0.7581,471.5000,66481.5000,54849.6000,11631.9000,6.0000,Pontual,Sem intercorrência,165,4.0000
V103815,VX9599,2025-12-19,2025,12,Dezembro,2025-12,Sexta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,SDU - GRU,343,Embraer E195-E2,136,116,0.8529,275.3600,31941.7600,18675.2100,13266.5500,0.0000,Pontual,Sem intercorrência,49,4.3000
V103816,VX5890,2025-12-19,2025,12,Dezembro,2025-12,Sexta,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,POA - VCP,874,Boeing 737-800,186,131,0.7043,335.5900,43962.2900,37776.3000,6185.9900,0.0000,Pontual,Sem intercorrência,87,4.3000
V103817,VX4413,2025-12-19,2025,12,Dezembro,2025-12,Sexta,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,CGB - CGH,1329,Airbus A321neo,220,186,0.8455,417.7200,77695.9200,50742.2800,26953.6400,4.0000,Pontual,Sem intercorrência,115,3.6000
V103818,VX4776,2025-12-19,2025,12,Dezembro,2025-12,Sexta,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,VCP - FOR,2330,Boeing 737-800,186,186,1.0000,450.1100,83720.4600,67116.1700,16604.2900,35.0000,Atrasado,Condições meteorológicas,199,3.4000
V103819,VX6048,2025-12-19,2025,12,Dezembro,2025-12,Sexta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CNF - BSB,592,Embraer E195-E2,136,128,0.9412,253.2400,32414.7200,23818.1400,8596.5800,82.0000,Atrasado,Documentação/embarque de passageiros,67,3.4000
V103820,VX9614,2025-12-19,2025,12,Dezembro,2025-12,Sexta,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,CWB - NAT,2643,Airbus A321neo,220,212,0.9636,629.0700,133362.8400,96299.9800,37062.8600,8.0000,Pontual,Sem intercorrência,231,3.2000
V103821,VX5461,2025-12-19,2025,12,Dezembro,2025-12,Sexta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,BSB - VIX,943,Embraer E195-E2,136,126,0.9265,327.4900,41263.7400,32147.5000,9116.2400,64.0000,Atrasado,Manutenção técnica,91,3.4000
V103822,VX9823,2025-12-19,2025,12,Dezembro,2025-12,Sexta,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,GYN - SDU,943,Airbus A320neo,180,150,0.8333,371.4600,55719.0000,38215.8700,17503.1300,5.0000,Pontual,Sem intercorrência,100,4.0000
V103823,VX3971,2025-12-19,2025,12,Dezembro,2025-12,Sexta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,REC - MCZ,181,ATR 72-600,70,64,0.9143,300.0300,19201.9200,12305.3300,6896.5900,3.0000,Pontual,Sem intercorrência,52,4.8000
V103824,VX5260,2025-12-19,2025,12,Dezembro,2025-12,Sexta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Airbus A320neo,180,180,1.0000,255.0900,45916.2000,26077.1200,19839.0800,5.0000,Pontual,Sem intercorrência,60,4.4000
V103825,VX5769,2025-12-19,2025,12,Dezembro,2025-12,Sexta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,BSB - CWB,1082,Airbus A321neo,220,158,0.7182,280.9800,44394.8400,48321.2200,-3926.3800,0.0000,Pontual,Sem intercorrência,113,4.8000
V103826,VX6756,2025-12-20,2025,12,Dezembro,2025-12,Sábado,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,REC - CWB,2454,Airbus A321neo,220,160,0.7273,564.1800,90268.8000,84112.5100,6156.2900,0.0000,Pontual,Sem intercorrência,206,4.5000
V103827,VX4077,2025-12-20,2025,12,Dezembro,2025-12,Sábado,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,SSA - GRU,1452,Embraer E195-E2,136,110,0.8088,313.8300,34521.3000,39104.7800,-4583.4800,73.0000,Atrasado,Atraso da aeronave anterior,143,3.9000
V103828,VX2302,2025-12-20,2025,12,Dezembro,2025-12,Sábado,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,NAT - GRU,2296,Embraer E195-E2,136,119,0.8750,491.5800,58498.0200,49644.4900,8853.5300,5.0000,Pontual,Sem intercorrência,194,3.9000
V103829,VX9223,2025-12-20,2025,12,Dezembro,2025-12,Sábado,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,POA - SDU,1120,Airbus A320neo,180,160,0.8889,426.2100,68193.6000,48466.9900,19726.6100,35.0000,Atrasado,Condições meteorológicas,124,4.5000
V103830,VX6912,2025-12-20,2025,12,Dezembro,2025-12,Sábado,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Embraer E195-E2,136,87,0.6397,240.6400,20935.6800,23875.3100,-2939.6300,4.0000,Pontual,Sem intercorrência,63,4.6000
V103831,VX3701,2025-12-20,2025,12,Dezembro,2025-12,Sábado,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,VCP - MCZ,1926,Airbus A320neo,180,156,0.8667,366.1200,57114.7200,54576.4000,2538.3200,1.0000,Pontual,Sem intercorrência,166,4.0000
V103832,VX3595,2025-12-20,2025,12,Dezembro,2025-12,Sábado,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,BSB - CWB,1082,Embraer E195-E2,136,84,0.6176,378.0400,31755.3600,27419.8300,4335.5300,1.0000,Pontual,Sem intercorrência,101,4.5000
